,posted
51362,2014-07-25
51363,2014-05-09
51364,2014-02-05
51365,2014-02-05
51366,2013-12-12
51367,2015-08-03
51368,2015-07-02
51369,2015-07-02
51370,2014-06-05
51371,2014-04-24
51372,2014-04-21
51373,2013-12-26
51374,2015-04-27
51375,2013-12-21
51376,2015-05-08
51377,2013-07-03
51378,2014-08-01
51379,2015-11-05
51380,2014-11-12
51381,2014-02-27
51382,2015-01-27
51383,2014-04-01
51384,2014-07-01
51385,2015-08-22
51386,2014-07-31
51387,2015-06-22
51388,2014-05-03
51389,2014-01-20
51390,2014-06-26
51391,2016-04-27
51392,2012-11-19
51393,2015-10-17
51394,2013-12-22
51395,2014-11-11
51396,2015-03-29
51397,2014-12-23
51398,2014-01-20
51399,2013-12-21
51400,2013-12-20
51401,2014-01-17
51402,2013-12-14
51403,2015-02-28
51404,2014-03-19
51405,2016-07-01
51406,2014-08-10
51407,2014-10-10
51408,2015-10-18
51409,2015-12-27
51410,2015-05-09
51411,2015-11-16
51412,2016-01-02
51413,2016-04-02
51414,2015-12-26
51415,2015-10-30
51416,2014-02-25
51417,2014-04-23
51418,2014-10-12
51419,2014-12-09
51420,2014-02-07
51421,2014-06-27
51422,2014-06-20
51423,2013-12-28
51424,2014-08-17
51425,2013-11-27
51426,2015-03-19
51427,2014-08-16
51428,2014-07-25
51429,2014-07-15
51430,2015-08-08
51431,2015-08-08
51432,2015-12-02
51433,2015-12-18
51434,2016-03-05
51435,2015-11-27
51436,2015-10-30
51437,2015-10-16
51438,2015-08-30
51439,2014-11-17
51440,2014-10-28
51441,2014-11-22
51442,2014-11-28
51443,2015-01-23
51444,2015-01-18
51445,2014-07-13
51446,2015-04-14
51447,2014-01-12
51448,2014-04-10
51449,2016-06-25
51450,2014-12-15
51451,2014-11-24
51452,2014-11-21
51453,2015-08-16
51454,2016-01-05
51455,2013-11-30
51456,2015-10-12
51457,2014-09-25
51458,2013-12-02
51459,2014-09-04
51460,2014-07-18
51461,2015-04-13
51462,2014-03-04
51463,2014-01-26
51464,2013-12-04
51465,2014-12-10
51466,2014-06-18
51467,2013-12-30
51468,2012-07-23
51469,2012-12-30
51470,2014-04-20
51471,2014-03-18
51472,2015-01-23
51473,2015-08-16
51474,2014-08-24
51475,2015-01-28
51476,2015-05-16
51477,2013-12-22
51478,2016-03-14
51479,2014-07-18
51480,2014-06-09
51481,2014-04-10
51482,2013-12-25
51483,2013-12-25
51484,2013-12-19
51485,2014-02-05
51486,2014-10-27
51487,2013-12-03
51488,2013-12-28
51489,2015-01-14
51490,2014-07-25
51491,2016-02-17
51492,2013-12-30
51493,2013-12-28
51494,2013-12-18
51495,2012-10-25
51496,2015-03-31
51497,2014-02-18
51498,2016-02-13
51499,2015-06-17
51500,2014-02-18
51501,2015-06-25
51502,2014-02-05
51503,2015-04-19
51504,2013-11-25
51505,2014-04-06
51506,2014-04-13
51507,2014-05-29
51508,2014-07-07
51509,2016-02-25
51510,2016-02-24
51511,2016-02-19
51512,2014-06-24
51513,2015-03-21
51514,2016-01-23
51515,2014-12-10
51516,2014-04-18
51517,2013-11-29
51518,2014-05-27
51519,2014-06-24
51520,2014-03-20
51521,2013-12-21
51522,2014-02-16
51523,2014-01-03
51524,2015-11-13
51525,2016-03-04
51526,2014-12-06
51527,2014-01-27
51528,2015-01-28
51529,2012-09-15
51530,2014-03-14
51531,2014-06-22
51532,2014-10-18
51533,2014-09-13
51534,2014-03-29
51535,2014-09-13
51536,2014-09-16
51537,2013-01-14
51538,2016-05-24
51539,2015-01-09
51540,2013-03-22
51541,2015-01-24
51542,2015-10-07
51543,2013-02-18
51544,2016-06-14
51545,2015-04-02
51546,2014-04-15
51547,2014-09-12
51548,2014-03-22
51549,2014-09-27
51550,2014-07-20
51551,2014-01-17
51552,2014-01-31
51553,2014-05-18
51554,2015-10-28
51555,2016-08-09
51556,2015-12-27
51557,2016-09-09
51558,2015-10-07
51559,2014-10-05
51560,2013-12-26
51561,2012-12-27
51562,2013-12-17
51563,2015-11-06
51564,2016-07-09
51565,2016-01-11
51566,2015-11-08
51567,2015-10-16
51568,2015-01-21
51569,2012-10-21
51570,2016-06-24
51571,2013-05-02
51572,2014-03-10
51573,2014-01-22
51574,2015-01-11
51575,2013-12-30
51576,2015-12-29
51577,2014-02-17
51578,2014-02-17
51579,2014-02-17
51580,2014-02-17
51581,2015-04-04
51582,2014-02-16
51583,2015-03-08
51584,2014-01-24
51585,2013-12-07
51586,2014-10-13
51587,2014-05-24
51588,2014-12-25
51589,2012-09-27
51590,2012-08-05
51591,2015-02-24
51592,2013-12-14
51593,2014-08-18
51594,2014-03-06
51595,2013-12-31
51596,2014-11-22
51597,2014-07-26
51598,2015-04-25
51599,2015-07-17
51600,2013-12-06
51601,2015-12-23
51602,2013-12-18
51603,2013-12-11
51604,2014-08-19
51605,2014-07-19
51606,2016-06-09
51607,2015-12-14
51608,2014-05-24
51609,2016-02-28
51610,2013-05-12
51611,2015-09-20
51612,2014-11-28
51613,2016-06-11
51614,2014-11-28
51615,2014-11-28
51616,2014-11-28
51617,2014-11-28
51618,2014-09-05
51619,2013-12-06
51620,2015-06-01
51621,2015-10-20
51622,2016-03-05
51623,2013-12-20
51624,2013-11-28
51625,2014-01-04
51626,2013-12-26
51627,2015-12-22
51628,2016-01-23
51629,2015-02-13
51630,2014-07-09
51631,2014-06-23
51632,2014-06-20
51633,2013-12-28
51634,2012-08-21
51635,2014-08-22
51636,2014-08-27
51637,2014-08-23
51638,2014-12-01
51639,2014-04-13
51640,2014-04-13
51641,2013-08-12
51642,2013-08-12
51643,2013-08-12
51644,2013-08-02
51645,2013-07-28
51646,2012-11-13
51647,2013-12-31
51648,2014-11-04
51649,2015-01-10
51650,2015-01-03
51651,2014-02-15
51652,2016-08-19
51653,2015-12-05
51654,2013-12-21
51655,2013-12-25
51656,2013-12-16
51657,2014-02-14
51658,2014-02-08
51659,2016-02-08
51660,2014-07-04
51661,2015-01-31
51662,2016-02-10
51663,2016-02-21
51664,2016-01-29
51665,2015-09-26
51666,2013-12-09
51667,2015-09-14
51668,2015-01-02
51669,2015-09-05
51670,2015-04-03
51671,2014-02-28
51672,2013-12-23
51673,2014-11-04
51674,2016-01-06
51675,2015-11-14
51676,2015-07-12
51677,2014-07-27
51678,2014-07-27
51679,2014-07-26
51680,2014-06-27
51681,2014-06-27
51682,2014-06-28
51683,2015-08-23
51684,2014-03-02
51685,2014-01-11
51686,2014-04-17
51687,2015-03-16
51688,2013-12-07
51689,2013-12-07
51690,2012-11-22
51691,2014-06-25
51692,2014-06-25
51693,2014-06-25
51694,2014-06-25
51695,2014-06-25
51696,2014-04-04
51697,2014-07-03
51698,2014-01-26
51699,2014-09-13
51700,2014-08-29
51701,2014-08-14
51702,2013-12-04
51703,2014-12-22
51704,2015-07-18
51705,2014-12-13
51706,2015-06-13
51707,2015-06-10
51708,2013-12-03
51709,2014-10-11
51710,2015-01-18
51711,2015-01-18
51712,2015-01-18
51713,2015-01-18
51714,2015-01-18
51715,2015-01-18
51716,2015-01-18
51717,2012-10-29
51718,2014-07-04
51719,2013-12-01
51720,2015-05-03
51721,2014-06-29
51722,2014-07-09
51723,2014-05-14
51724,2015-07-04
51725,2016-01-17
51726,2015-02-13
51727,2012-09-10
51728,2014-02-06
51729,2015-10-14
51730,2014-02-18
51731,2014-02-18
51732,2014-02-18
51733,2013-06-18
51734,2015-05-08
51735,2014-10-08
51736,2015-02-28
51737,2013-08-30
51738,2014-12-19
51739,2015-05-19
51740,2014-02-13
51741,2014-08-27
51742,2014-10-25
51743,2014-02-23
51744,2015-03-17
51745,2015-03-17
51746,2014-10-25
51747,2014-10-25
51748,2014-07-19
51749,2014-07-11
51750,2014-03-17
51751,2015-06-02
51752,2014-01-29
51753,2015-07-03
51754,2016-05-24
51755,2016-03-27
51756,2015-08-31
51757,2015-06-08
51758,2015-01-01
51759,2014-05-06
51760,2012-08-16
51761,2016-01-01
51762,2014-03-09
51763,2016-02-21
51764,2015-12-25
51765,2016-01-03
51766,2014-01-26
51767,2015-11-13
51768,2016-07-09
51769,2015-12-22
51770,2015-12-23
51771,2014-11-01
51772,2014-01-25
51773,2014-01-10
51774,2015-09-03
51775,2015-09-13
51776,2015-09-03
51777,2015-08-28
51778,2015-08-15
51779,2015-12-08
51780,2015-05-17
51781,2015-06-07
51782,2014-11-22
51783,2013-12-05
51784,2013-10-24
51785,2014-11-27
51786,2014-07-06
51787,2013-12-21
51788,2013-11-17
51789,2014-06-28
51790,2016-03-10
51791,2015-11-23
51792,2016-04-19
51793,2015-04-04
51794,2014-12-23
51795,2014-08-25
51796,2015-10-27
51797,2014-01-13
51798,2015-04-06
51799,2014-12-31
51800,2014-10-28
51801,2014-04-08
51802,2013-12-24
51803,2013-06-02
51804,2013-05-30
51805,2013-05-22
51806,2014-02-14
51807,2014-03-21
51808,2013-08-18
51809,2014-08-29
51810,2013-12-20
51811,2013-12-06
51812,2013-07-18
51813,2013-04-25
51814,2014-11-02
51815,2014-11-02
51816,2014-02-17
51817,2014-02-03
51818,2014-01-24
51819,2013-12-29
51820,2013-11-09
51821,2015-03-21
51822,2014-06-25
51823,2013-12-14
51824,2013-12-12
51825,2014-04-11
51826,2014-09-04
51827,2015-10-30
51828,2014-08-14
51829,2014-12-06
51830,2014-02-28
51831,2015-03-25
51832,2015-02-21
51833,2016-02-09
51834,2016-07-23
51835,2016-07-03
51836,2015-12-02
51837,2014-08-08
51838,2014-03-02
51839,2015-04-19
51840,2015-05-26
51841,2015-05-08
51842,2015-03-06
51843,2014-07-31
51844,2014-04-21
51845,2014-04-21
51846,2014-04-21
51847,2014-01-29
51848,2014-01-09
51849,2015-04-21
51850,2016-02-10
51851,2016-03-08
51852,2015-12-27
51853,2015-12-24
51854,2015-08-21
51855,2015-04-21
51856,2015-04-21
51857,2015-01-01
51858,2015-03-16
51859,2014-07-08
51860,2014-08-02
51861,2014-12-16
51862,2015-02-10
51863,2015-04-24
51864,2014-12-28
51865,2014-03-21
51866,2016-02-23
51867,2015-12-30
51868,2015-08-11
51869,2013-12-24
51870,2015-12-31
51871,2013-12-08
51872,2015-11-13
51873,2016-07-12
51874,2015-12-17
51875,2015-09-16
51876,2015-01-14
51877,2014-07-10
51878,2013-12-17
51879,2014-06-06
51880,2014-04-13
51881,2015-02-02
51882,2014-07-03
51883,2014-05-24
51884,2013-11-26
51885,2014-02-21
51886,2013-11-01
51887,2015-02-23
51888,2013-02-10
51889,2014-12-30
51890,2014-11-26
51891,2014-03-09
51892,2013-12-31
51893,2014-06-26
51894,2014-05-09
51895,2015-08-27
51896,2015-08-27
51897,2016-03-11
51898,2014-09-28
51899,2015-11-01
51900,2016-01-03
51901,2015-05-26
51902,2014-11-22
51903,2015-08-26
51904,2013-09-27
51905,2013-09-27
51906,2012-10-05
51907,2015-06-25
51908,2014-03-07
51909,2013-12-09
51910,2015-01-21
51911,2015-08-13
51912,2014-11-23
51913,2014-01-22
51914,2014-11-23
51915,2014-11-08
51916,2014-11-07
51917,2016-07-18
51918,2016-01-09
51919,2016-04-25
51920,2014-07-15
51921,2014-01-03
51922,2014-04-22
51923,2015-06-08
51924,2014-10-12
51925,2014-02-10
51926,2014-06-29
51927,2014-04-22
51928,2015-09-27
51929,2014-03-10
51930,2014-09-26
51931,2014-09-26
51932,2014-02-13
51933,2014-01-30
51934,2014-11-24
51935,2014-01-14
51936,2015-05-05
51937,2015-02-23
51938,2015-01-08
51939,2014-06-16
51940,2015-11-28
51941,2013-12-29
51942,2016-07-21
51943,2016-07-01
51944,2013-12-29
51945,2015-04-25
51946,2013-12-29
51947,2013-12-29
51948,2014-01-01
51949,2014-08-02
51950,2014-03-11
51951,2014-04-08
51952,2016-03-10
51953,2016-03-10
51954,2016-03-10
51955,2014-06-28
51956,2014-07-09
51957,2015-02-02
51958,2013-12-09
51959,2013-12-05
51960,2015-12-23
51961,2015-05-23
51962,2015-05-14
51963,2015-05-07
51964,2015-02-02
51965,2015-02-13
51966,2015-01-23
51967,2015-07-10
51968,2014-01-15
51969,2015-08-15
51970,2014-08-22
51971,2014-01-27
51972,2014-01-14
51973,2014-01-14
51974,2014-01-14
51975,2014-01-14
51976,2014-04-06
51977,2013-12-22
51978,2014-01-22
51979,2014-02-06
51980,2015-08-24
51981,2016-02-01
51982,2015-06-04
51983,2015-01-21
51984,2015-01-04
51985,2014-04-14
51986,2015-04-15
51987,2013-12-06
51988,2014-02-20
51989,2012-09-13
51990,2014-09-09
51991,2014-04-05
51992,2013-11-29
51993,2014-11-18
51994,2016-06-16
51995,2015-03-24
51996,2014-09-25
51997,2014-10-17
51998,2013-12-30
51999,2015-08-05
52000,2014-04-21
52001,2013-05-21
52002,2015-09-02
52003,2015-07-12
52004,2013-11-20
52005,2014-04-30
52006,2016-01-21
52007,2014-01-30
52008,2014-01-28
52009,2015-06-15
52010,2012-08-17
52011,2014-02-16
52012,2015-06-01
52013,2012-12-20
52014,2012-10-13
52015,2012-09-21
52016,2012-08-25
52017,2014-04-18
52018,2013-12-21
52019,2013-12-01
52020,2013-11-30
52021,2014-02-22
52022,2013-12-31
52023,2014-12-05
52024,2014-08-27
52025,2015-04-18
52026,2014-02-01
52027,2013-12-23
52028,2015-02-14
52029,2015-11-30
52030,2013-12-30
52031,2015-09-28
52032,2015-11-06
52033,2014-07-05
52034,2014-11-30
52035,2013-12-01
52036,2013-12-23
52037,2013-08-30
52038,2013-12-23
52039,2014-02-14
52040,2014-06-21
52041,2014-02-21
52042,2015-05-13
52043,2014-04-12
52044,2016-04-04
52045,2014-02-07
52046,2014-11-15
52047,2015-02-24
52048,2015-10-27
52049,2016-06-05
52050,2015-09-03
52051,2014-11-22
52052,2014-11-08
52053,2015-11-01
52054,2015-06-23
52055,2014-05-22
52056,2014-03-24
52057,2012-10-26
52058,2012-09-01
52059,2015-01-19
52060,2015-03-14
52061,2015-06-17
52062,2015-04-17
52063,2015-02-09
52064,2014-10-18
52065,2016-04-12
52066,2014-04-27
52067,2014-01-25
52068,2014-07-28
52069,2014-11-29
52070,2014-12-26
52071,2015-05-02
52072,2014-12-13
52073,2015-06-29
52074,2014-12-13
52075,2014-12-04
52076,2013-12-31
52077,2016-03-15
52078,2014-11-22
52079,2016-01-10
52080,2016-04-30
52081,2014-11-17
52082,2015-04-06
52083,2013-06-25
52084,2014-12-24
52085,2015-09-25
52086,2013-08-23
52087,2015-06-21
52088,2014-03-09
52089,2014-06-28
52090,2015-02-03
52091,2014-07-29
52092,2014-04-24
52093,2014-03-19
52094,2013-12-22
52095,2014-06-24
52096,2015-01-20
52097,2014-03-10
52098,2014-09-11
52099,2015-06-19
52100,2014-12-08
52101,2015-02-07
52102,2014-09-07
52103,2013-12-21
52104,2015-11-07
52105,2016-03-17
52106,2016-01-04
52107,2015-06-09
52108,2013-12-22
52109,2014-02-26
52110,2014-05-02
52111,2014-04-03
52112,2014-07-19
52113,2016-01-31
52114,2013-01-28
52115,2014-01-22
52116,2015-06-28
52117,2014-09-21
52118,2014-08-13
52119,2013-07-14
52120,2014-06-17
52121,2013-12-16
52122,2013-12-16
52123,2016-04-06
52124,2015-01-01
52125,2014-02-05
52126,2013-12-09
52127,2015-09-12
52128,2016-05-04
52129,2015-11-13
52130,2015-01-30
52131,2014-01-23
52132,2015-07-16
52133,2014-11-20
52134,2015-11-11
52135,2014-05-23
52136,2016-07-28
52137,2015-11-06
52138,2014-03-31
52139,2014-09-06
52140,2014-01-09
52141,2016-01-01
52142,2015-09-10
52143,2015-10-31
52144,2014-01-08
52145,2014-06-06
52146,2015-09-11
52147,2014-02-25
52148,2013-12-19
52149,2015-12-22
52150,2015-06-28
52151,2014-06-26
52152,2014-01-09
52153,2014-02-19
52154,2015-04-27
52155,2015-12-24
52156,2015-02-05
52157,2015-01-31
52158,2015-01-05
52159,2016-01-10
52160,2014-02-07
52161,2014-11-20
52162,2013-07-15
52163,2014-06-21
52164,2015-05-03
52165,2014-07-09
52166,2013-06-07
52167,2015-03-21
52168,2014-11-22
52169,2014-06-16
52170,2014-07-12
52171,2014-07-12
52172,2014-06-29
52173,2014-01-11
52174,2015-01-30
52175,2016-01-22
52176,2014-09-30
52177,2015-01-16
52178,2014-09-29
52179,2014-06-26
52180,2014-01-09
52181,2014-09-18
52182,2014-10-16
52183,2014-06-28
52184,2014-02-15
52185,2014-01-05
52186,2015-10-09
52187,2015-10-09
52188,2015-10-09
52189,2015-09-26
52190,2015-09-25
52191,2015-05-17
52192,2014-11-06
52193,2014-12-01
52194,2015-05-31
52195,2012-09-24
52196,2015-09-16
52197,2015-12-28
52198,2013-12-04
52199,2015-06-29
52200,2014-12-25
52201,2014-09-03
52202,2014-06-24
52203,2012-12-21
52204,2014-07-19
52205,2015-07-02
52206,2015-01-16
52207,2014-06-21
52208,2014-12-27
52209,2015-10-02
52210,2015-04-24
52211,2014-08-15
52212,2015-04-05
52213,2014-01-19
52214,2014-03-24
52215,2015-04-18
52216,2015-04-09
52217,2013-12-19
52218,2015-04-18
52219,2014-07-29
52220,2013-12-29
52221,2014-10-02
52222,2014-10-03
52223,2014-10-02
52224,2014-09-20
52225,2014-01-18
52226,2013-12-06
52227,2014-01-16
52228,2015-03-24
52229,2015-01-24
52230,2016-07-01
52231,2014-12-14
52232,2015-12-15
52233,2014-06-21
52234,2016-06-10
52235,2016-02-10
52236,2015-12-08
52237,2015-09-27
52238,2013-12-28
52239,2015-12-30
52240,2015-01-30
52241,2015-02-21
52242,2014-02-07
52243,2016-05-18
52244,2016-05-18
52245,2016-05-18
52246,2015-04-07
52247,2013-12-23
52248,2014-02-22
52249,2014-04-19
52250,2015-11-07
52251,2015-07-12
52252,2013-12-28
52253,2014-07-19
52254,2014-05-17
52255,2016-03-28
52256,2016-06-25
52257,2016-04-09
52258,2015-06-23
52259,2014-04-26
52260,2015-01-27
52261,2015-06-25
52262,2015-01-27
52263,2015-06-14
52264,2015-02-10
52265,2015-04-21
52266,2015-10-04
52267,2015-07-06
52268,2015-07-04
52269,2014-12-29
52270,2014-06-21
52271,2014-10-13
52272,2014-03-24
52273,2014-12-09
52274,2014-06-22
52275,2016-03-13
52276,2014-01-04
52277,2014-07-04
52278,2014-02-17
52279,2014-01-02
52280,2013-12-08
52281,2013-12-01
52282,2015-12-07
52283,2015-11-14
52284,2016-01-08
52285,2015-01-26
52286,2014-12-15
52287,2014-08-05
52288,2014-02-08
52289,2015-09-25
52290,2014-05-10
52291,2014-02-17
52292,2013-11-23
52293,2013-11-23
52294,2013-10-25
52295,2013-06-22
52296,2013-05-09
52297,2014-08-17
52298,2014-08-13
52299,2014-01-16
52300,2013-12-26
52301,2014-09-19
52302,2014-12-20
52303,2014-08-05
52304,2015-07-02
52305,2015-08-13
52306,2013-12-24
52307,2015-12-07
52308,2015-02-20
52309,2013-12-20
52310,2015-09-16
52311,2015-07-07
52312,2014-05-07
52313,2014-11-24
52314,2015-07-12
52315,2014-08-03
52316,2014-01-24
52317,2015-04-14
52318,2014-01-26
52319,2014-07-20
52320,2015-01-30
52321,2014-12-26
52322,2014-09-12
52323,2014-07-14
52324,2014-06-22
52325,2014-05-17
52326,2016-02-29
52327,2014-01-16
52328,2016-01-30
52329,2013-01-25
52330,2014-01-25
52331,2013-04-13
52332,2013-03-03
52333,2013-01-23
52334,2015-07-14
52335,2014-03-13
52336,2016-04-06
52337,2014-11-29
52338,2015-11-05
52339,2015-10-11
52340,2015-06-01
52341,2015-06-01
52342,2015-05-31
52343,2015-04-24
52344,2014-12-13
52345,2014-06-23
52346,2014-05-07
52347,2014-03-15
52348,2013-09-21
52349,2014-03-21
52350,2015-07-05
52351,2015-03-16
52352,2014-01-09
52353,2014-08-30
52354,2015-07-16
52355,2015-07-13
52356,2014-01-28
52357,2014-07-04
52358,2014-05-10
52359,2012-10-29
52360,2016-05-30
52361,2015-05-03
52362,2014-06-24
52363,2014-02-25
52364,2014-02-25
52365,2014-02-25
52366,2014-02-25
52367,2014-02-06
52368,2014-02-15
52369,2013-07-27
52370,2014-03-28
52371,2013-12-21
52372,2016-07-12
52373,2015-12-06
52374,2014-06-20
52375,2015-12-26
52376,2016-07-29
52377,2014-07-14
52378,2015-10-12
52379,2015-10-12
52380,2015-06-06
52381,2014-08-26
52382,2013-06-19
52383,2014-02-24
52384,2014-01-09
52385,2015-06-30
52386,2014-06-11
52387,2014-05-24
52388,2014-09-09
52389,2014-05-02
52390,2014-02-21
52391,2013-05-12
52392,2014-08-23
52393,2014-06-28
52394,2015-06-02
52395,2016-02-22
52396,2015-07-13
52397,2015-06-28
52398,2015-05-22
52399,2014-03-14
52400,2014-04-16
52401,2016-01-25
52402,2015-02-15
52403,2014-12-13
52404,2014-04-02
52405,2014-02-25
52406,2015-05-23
52407,2016-04-30
52408,2014-05-18
52409,2014-05-08
52410,2014-05-08
52411,2014-05-08
52412,2014-01-13
52413,2013-12-16
52414,2014-02-11
52415,2014-12-03
52416,2014-09-05
52417,2015-10-18
52418,2014-12-18
52419,2014-08-01
52420,2014-08-15
52421,2015-08-05
52422,2014-01-12
52423,2014-02-10
52424,2014-01-25
52425,2013-12-28
52426,2014-01-29
52427,2014-05-28
52428,2014-03-28
52429,2014-02-27
52430,2015-11-03
52431,2012-09-15
52432,2014-04-08
52433,2014-05-17
52434,2012-12-22
52435,2013-10-01
52436,2014-04-25
52437,2014-02-12
52438,2013-12-31
52439,2014-06-27
52440,2014-09-05
52441,2016-04-06
52442,2014-05-15
52443,2014-01-11
52444,2013-12-07
52445,2015-10-17
52446,2015-01-09
52447,2013-12-08
52448,2015-07-01
52449,2014-03-12
52450,2015-01-13
52451,2015-01-29
52452,2013-12-06
52453,2014-08-23
52454,2014-08-23
52455,2013-12-05
52456,2013-05-11
52457,2014-08-23
52458,2013-12-05
52459,2014-04-29
52460,2014-08-22
52461,2015-01-12
52462,2014-01-03
52463,2014-11-04
52464,2014-09-26
52465,2014-04-16
52466,2014-04-18
52467,2013-12-01
52468,2013-12-04
52469,2015-05-11
52470,2015-11-05
52471,2015-06-01
52472,2013-12-16
52473,2015-09-06
52474,2013-11-28
52475,2014-12-08
52476,2014-07-18
52477,2013-12-17
52478,2014-01-28
52479,2015-11-16
52480,2015-09-22
52481,2014-08-02
52482,2014-06-06
52483,2015-09-15
52484,2014-06-20
52485,2014-06-21
52486,2014-02-20
52487,2014-07-19
52488,2016-07-29
52489,2016-03-28
52490,2014-07-08
52491,2014-08-24
52492,2014-06-21
52493,2014-04-20
52494,2014-06-30
52495,2014-07-19
52496,2014-05-31
52497,2014-06-13
52498,2015-09-30
52499,2014-08-23
52500,2013-12-19
52501,2014-10-05
52502,2014-10-04
52503,2014-10-05
52504,2016-07-13
52505,2014-10-05
52506,2014-10-05
52507,2014-01-12
52508,2014-01-13
52509,2016-02-12
52510,2013-01-31
52511,2014-12-16
52512,2015-02-19
52513,2014-11-27
52514,2014-12-27
52515,2014-12-16
52516,2014-12-16
52517,2014-12-05
52518,2014-12-05
52519,2016-08-08
52520,2015-01-27
52521,2014-02-27
52522,2013-12-31
52523,2015-07-21
52524,2014-07-23
52525,2013-12-16
52526,2015-01-09
52527,2013-12-26
52528,2013-12-03
52529,2014-05-10
52530,2013-07-04
52531,2012-11-30
52532,2014-04-26
52533,2015-06-27
52534,2015-06-03
52535,2015-10-10
52536,2016-04-02
52537,2014-02-23
52538,2015-11-05
52539,2014-11-04
52540,2015-03-05
52541,2014-09-15
52542,2014-10-17
52543,2014-05-19
52544,2014-07-16
52545,2015-09-01
52546,2013-01-12
52547,2014-01-04
52548,2014-07-03
52549,2014-05-21
52550,2014-08-01
52551,2015-09-20
52552,2014-12-30
52553,2015-11-17
52554,2015-11-11
52555,2014-07-12
52556,2013-12-18
52557,2015-11-04
52558,2016-02-09
52559,2016-01-26
52560,2013-12-05
52561,2014-08-22
52562,2013-12-02
52563,2014-01-06
52564,2014-06-05
52565,2015-10-26
52566,2014-12-24
52567,2015-04-29
52568,2015-02-01
52569,2015-04-29
52570,2014-09-04
52571,2015-04-29
52572,2014-09-07
52573,2015-05-02
52574,2014-12-14
52575,2015-01-09
52576,2015-06-05
52577,2015-11-01
52578,2015-06-04
52579,2015-05-02
52580,2014-03-16
52581,2015-12-28
52582,2012-09-21
52583,2012-11-25
52584,2014-10-11
52585,2014-07-16
52586,2014-03-06
52587,2014-01-16
52588,2013-12-04
52589,2014-07-19
52590,2014-02-28
52591,2015-06-26
52592,2014-07-10
52593,2015-06-28
52594,2014-10-19
52595,2015-02-19
52596,2016-06-25
52597,2016-05-14
52598,2016-05-27
52599,2016-06-03
52600,2015-02-19
52601,2016-06-04
52602,2016-05-17
52603,2015-10-12
52604,2014-06-20
52605,2016-03-31
52606,2014-02-12
52607,2014-12-28
52608,2014-08-16
52609,2016-01-04
52610,2013-05-08
52611,2013-03-04
52612,2016-06-27
52613,2016-06-14
52614,2015-02-16
52615,2014-09-23
52616,2016-02-20
52617,2014-01-06
52618,2014-04-18
52619,2014-01-03
52620,2014-02-25
52621,2013-12-18
52622,2015-07-22
52623,2014-05-02
52624,2016-08-28
52625,2015-09-28
52626,2015-10-23
52627,2015-09-26
52628,2014-06-10
52629,2015-11-23
52630,2014-06-14
52631,2013-12-20
52632,2015-12-21
52633,2014-06-26
52634,2014-04-07
52635,2014-12-21
52636,2014-12-21
52637,2014-12-23
52638,2014-06-03
52639,2015-11-12
52640,2015-08-18
52641,2014-01-14
52642,2014-08-09
52643,2014-08-09
52644,2015-04-09
52645,2015-02-20
52646,2015-01-09
52647,2014-02-07
52648,2015-07-23
52649,2014-08-01
52650,2013-12-12
52651,2013-10-30
52652,2013-07-16
52653,2013-09-06
52654,2015-06-17
52655,2014-06-20
52656,2014-12-13
52657,2014-04-09
52658,2014-02-21
52659,2014-07-13
52660,2015-10-17
52661,2013-11-30
52662,2015-06-15
52663,2014-07-07
52664,2014-05-23
52665,2014-03-11
52666,2014-06-27
52667,2015-07-05
52668,2013-12-20
52669,2015-12-07
52670,2015-12-13
52671,2014-09-30
52672,2015-05-09
52673,2014-08-13
52674,2014-08-13
52675,2014-07-04
52676,2014-07-04
52677,2014-07-04
52678,2014-06-25
52679,2014-02-03
52680,2014-01-06
52681,2014-02-28
52682,2015-02-27
52683,2014-06-26
52684,2013-12-11
52685,2013-11-28
52686,2016-08-21
52687,2014-10-31
52688,2015-12-22
52689,2015-09-08
52690,2016-04-02
52691,2016-02-01
52692,2015-04-02
52693,2015-10-31
52694,2015-10-31
52695,2015-10-31
52696,2015-07-06
52697,2014-12-01
52698,2013-01-27
52699,2016-07-02
52700,2015-08-02
52701,2015-09-23
52702,2016-05-01
52703,2015-04-26
52704,2013-12-02
52705,2015-03-28
52706,2014-10-10
52707,2014-04-11
52708,2013-12-08
52709,2014-02-25
52710,2014-05-31
52711,2016-01-26
52712,2015-01-23
52713,2013-12-23
52714,2015-02-28
52715,2015-01-22
52716,2015-10-20
52717,2015-12-31
52718,2015-10-21
52719,2013-12-29
52720,2013-12-29
52721,2014-06-24
52722,2014-06-29
52723,2014-11-09
52724,2013-11-28
52725,2014-02-28
52726,2016-01-21
52727,2016-07-02
52728,2014-01-25
52729,2012-10-24
52730,2013-11-27
52731,2014-05-17
52732,2014-01-23
52733,2013-12-11
52734,2015-05-11
52735,2015-05-09
52736,2014-04-16
52737,2014-04-16
52738,2014-04-16
52739,2014-04-16
52740,2014-04-16
52741,2014-04-16
52742,2014-04-16
52743,2014-06-21
52744,2013-12-21
52745,2014-12-09
52746,2013-12-15
52747,2014-11-28
52748,2015-06-10
52749,2015-06-18
52750,2014-06-25
52751,2015-06-12
52752,2016-01-22
52753,2016-01-22
52754,2016-01-22
52755,2014-01-15
52756,2014-07-06
52757,2014-08-03
52758,2014-11-14
52759,2014-07-05
52760,2015-09-25
